cve,vendor_project,product,vulnerability_name,short_description,date_added,required_action,due_date,in_wild,initial_epss,initial_percentile,initial_date,current_epss,current_percentile,current_date,cvss_v3_base,cvss_v3_severity,cvss_v2_base,epss_delta
CVE-2020-15069,Sophos,XG Firewall,Sophos XG Firewall Buffer Overflow Vulnerability,"Sophos XG Firewall contains a buffer overflow vulnerability that allows for remote code execution via the ""HTTP/S bookmark"" feature.",2025-02-06,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-27,TRUE,0.82567,0.99236,2026-04-20,0.82567,0.99238,2026-04-23,9.8,CRITICAL,7.5,0
CVE-2023-38950,ZKTeco,BioTime,ZKTeco BioTime Path Traversal Vulnerability,ZKTeco BioTime contains a path traversal vulnerability in the iclock API that allows an unauthenticated attacker to read arbitrary files via supplying a crafted payload.,2025-05-19,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-06-09,TRUE,0.834,0.99278,2026-04-20,0.82521,0.99235,2026-04-23,NA,NA,NA,-0.0088
CVE-2018-8373,Microsoft,Internet Explorer Scripting Engine,Microsoft Scripting Engine Memory Corruption Vulnerability,A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer.,2022-03-25,Apply updates per vendor instructions.,2022-04-15,TRUE,0.8249,0.99233,2026-04-20,0.8249,0.99233,2026-04-23,NA,NA,NA,0
CVE-2014-4113,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,2022-05-04,Apply updates per vendor instructions.,2022-05-25,TRUE,0.82433,0.99231,2026-04-20,0.8243,0.99232,2026-04-23,NA,NA,NA,-0
CVE-2013-3896,Microsoft,Silverlight,Microsoft Silverlight Information Disclosure Vulnerability,"Microsoft Silverlight does not properly validate pointers during access to Silverlight elements, which allows remote attackers to obtain sensitive information via a crafted Silverlight application.",2022-05-25,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-15,TRUE,0.8159,0.99186,2026-04-20,0.82231,0.99224,2026-04-23,NA,NA,NA,0.0064
CVE-2025-31125,Vite,Vitejs,Vite Vitejs Improper Access Control Vulnerability,Vite Vitejs contains an improper access control vulnerability that exposes content of non-allowed files using ?inline&import or ?raw?import. Only apps explicitly exposing the Vite dev server to the network (using --host or server.host config option) are affected.,2026-01-22,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-02-12,TRUE,0.82097,0.99214,2026-04-20,0.82097,0.99216,2026-04-23,5.3,MEDIUM,NA,0
CVE-2024-37079,Broadcom,VMware vCenter Server,Broadcom VMware vCenter Server Out-of-bounds Write Vulnerability,"Broadcom VMware vCenter Server contains an out-of-bounds write vulnerability in the implementation of the DCERPC protocol. This could allow a malicious actor with network access to vCenter Server to send specially crafted network packets, potentially leading to remote code execution.",2026-01-23,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-02-13,TRUE,0.82045,0.99212,2026-04-20,0.82045,0.99214,2026-04-23,NA,NA,NA,0
CVE-2021-25297,Nagios,Nagios XI,Nagios XI OS Command Injection,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,2022-01-18,Apply updates per vendor instructions.,2022-02-01,TRUE,0.81875,0.99201,2026-04-20,0.81875,0.99203,2026-04-23,NA,NA,NA,0
CVE-2020-1054,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Microsoft Win32k contains a privilege escalation vulnerability when the Windows kernel-mode driver fails to properly handle objects in memory. Successful exploitation allows an attacker to execute code in kernel mode.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.81584,0.99185,2026-04-20,0.81826,0.99201,2026-04-23,7.8,HIGH,7.2,0.0024
CVE-2013-0629,Adobe,ColdFusion,Adobe ColdFusion Directory Traversal Vulnerability,"Adobe Coldfusion contains a directory traversal vulnerability, which could permit an unauthorized user access to restricted directories.",2022-03-07,Apply updates per vendor instructions.,2022-09-07,TRUE,0.8404,0.99308,2026-04-20,0.81813,0.992,2026-04-23,NA,NA,NA,-0.0223
CVE-2013-7331,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,An information disclosure vulnerability exists in Internet Explorer which allows resources loaded into memory to be queried. This vulnerability could allow an attacker to detect anti-malware applications.,2022-05-25,Apply updates per vendor instructions.,2022-06-15,TRUE,0.81812,0.99199,2026-04-20,0.81812,0.992,2026-04-23,6.5,MEDIUM,4.3,0
CVE-2026-23760,SmarterTools,SmarterMail,SmarterTools SmarterMail Authentication Bypass Using an Alternate Path or Channel Vulnerability,"SmarterTools SmarterMail contains an authentication bypass using an alternate path or channel vulnerability in the password reset API. The force-reset-password endpoint permits anonymous requests and fails to verify the existing password or a reset token when resetting system administrator accounts. This could allow an unauthenticated attacker to supply a target administrator username and a new password to reset the account, resulting in full administrative compromise of the SmarterMail instance.",2026-01-26,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-02-16,TRUE,0.81735,0.99195,2026-04-20,0.81735,0.99196,2026-04-23,NA,NA,NA,0
CVE-2016-4655,Apple,iOS,Apple iOS Information Disclosure Vulnerability,The Apple iOS kernel allows attackers to obtain sensitive information from memory via a crafted application.,2022-05-24,Apply updates per vendor instructions.,2022-06-14,TRUE,0.81714,0.99193,2026-04-20,0.81714,0.99194,2026-04-23,NA,NA,NA,0
CVE-2024-9379,Ivanti,Cloud Services Appliance (CSA),Ivanti Cloud Services Appliance (CSA) SQL Injection Vulnerability,"Ivanti Cloud Services Appliance (CSA) contains a SQL injection vulnerability in the admin web console in versions prior to 5.0.2, which can allow a remote attacker authenticated as administrator to run arbitrary SQL statements.",2024-10-09,"As Ivanti CSA 4.6.x has reached End-of-Life status, users are urged to remove CSA 4.6.x from service or upgrade to the 5.0.x line, or later, of supported solution.",2024-10-30,TRUE,0.81684,0.99192,2026-04-20,0.81684,0.99193,2026-04-23,NA,NA,NA,0
CVE-2013-0631,Adobe,ColdFusion,Adobe ColdFusion Information Disclosure Vulnerability,"Adobe Coldfusion contains an unspecified vulnerability, which could result in information disclosure from a compromised server.",2022-03-07,Apply updates per vendor instructions.,2022-09-07,TRUE,0.83254,0.9927,2026-04-20,0.81631,0.99191,2026-04-23,NA,NA,NA,-0.0162
CVE-2008-0015,Microsoft,Windows, Microsoft Windows Video ActiveX Control Remote Code Execution Vulnerability,"Microsoft Windows Video ActiveX Control contains a remote code execution vulnerability. An attacker could exploit the vulnerability by constructing a specially crafted Web page. When a user views the Web page, the vulnerability could allow remote code execution. An attacker who successfully exploited this vulnerability could gain the same user rights as the logged-on user.",2026-02-17,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-03-10,TRUE,0.83172,0.99266,2026-04-20,0.81585,0.99187,2026-04-23,NA,NA,NA,-0.0159
CVE-2016-3235,Microsoft,Office,Microsoft Office OLE DLL Side Loading Vulnerability,Microsoft Office Object Linking & Embedding (OLE) dynamic link library (DLL) contains a side loading vulnerability due to it improperly validating input before loading libraries. Successful exploitation allows for remote code execution.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.81164,0.99166,2026-04-20,0.81564,0.99186,2026-04-23,NA,NA,NA,0.004
CVE-2026-1731,BeyondTrust,Remote Support (RS) and Privileged Remote Access (PRA),BeyondTrust Remote Support (RS) and Privileged Remote Access (PRA) OS Command Injection Vulnerability,"BeyondTrust Remote Support (RS) and Privileged Remote Access (PRA)contain an OS command injection vulnerability. Successful exploitation could allow an unauthenticated remote attacker to execute operating system commands in the context of the site user. Successful exploitation requires no authentication or user interaction and may lead to system compromise, including unauthorized access, data exfiltration, and service disruption.",2026-02-13,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-02-16,TRUE,0.80065,0.99113,2026-04-20,0.81502,0.99183,2026-04-23,NA,NA,NA,0.0144
CVE-2025-21333,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Heap-based Buffer Overflow Vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a heap-based buffer overflow vulnerability that allows a local attacker to gain SYSTEM privileges.,2025-01-14,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-04,TRUE,0.81336,0.99172,2026-04-20,0.81336,0.99173,2026-04-23,NA,NA,NA,0
CVE-2018-8453,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Microsoft Windows Win32k contains a vulnerability that allows an attacker to escalate privileges.,2022-01-21,Apply updates per vendor instructions.,2022-07-21,TRUE,0.81325,0.99172,2026-04-20,0.81325,0.99173,2026-04-23,NA,NA,NA,0
CVE-2019-12991,Citrix,SD-WAN and NetScaler,Citrix SD-WAN and NetScaler Command Injection Vulnerability,Authenticated Command Injection in Citrix SD-WAN Appliance and NetScaler SD-WAN Appliance.,2022-03-25,Apply updates per vendor instructions.,2022-04-15,TRUE,0.80988,0.99156,2026-04-20,0.80988,0.99158,2026-04-23,NA,NA,NA,0
CVE-2019-13272,Linux,Kernel,Linux Kernel Improper Privilege Management Vulnerability,Kernel/ptrace.c in Linux kernel mishandles contains an improper privilege management vulnerability that allows local users to obtain root access.,2021-12-10,Apply updates per vendor instructions.,2022-06-10,TRUE,0.80565,0.99139,2026-04-20,0.80565,0.99143,2026-04-23,NA,NA,NA,0
CVE-2015-4068,Arcserve,Unified Data Protection (UDP),Arcserve Unified Data Protection (UDP) Directory Traversal Vulnerability,Directory traversal vulnerability in Arcserve UDP allows remote attackers to obtain sensitive information or cause a denial of service.,2022-03-25,Apply updates per vendor instructions.,2022-04-15,TRUE,0.80852,0.99152,2026-04-20,0.80424,0.99136,2026-04-23,NA,NA,NA,-0.0043
CVE-2023-43770,Roundcube,Webmail,Roundcube Webmail Persistent Cross-Site Scripting (XSS) Vulnerability,Roundcube Webmail contains a persistent cross-site scripting (XSS) vulnerability that can lead to information disclosure via malicious link references in plain/text messages.,2024-02-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-03-04,TRUE,0.80389,0.99129,2026-04-20,0.80389,0.99133,2026-04-23,NA,NA,NA,0
CVE-2017-18362,Kaseya,Virtual System/Server Administrator (VSA),Kaseya VSA SQL Injection Vulnerability,ConnectWise ManagedITSync integration for Kaseya VSA is vulnerable to unauthenticated remote commands that allow full direct access to the Kaseya VSA database.,2022-05-24,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-14,TRUE,0.80299,0.99124,2026-04-20,0.80299,0.99128,2026-04-23,NA,NA,NA,0
CVE-2026-24423,SmarterTools,SmarterMail,SmarterTools SmarterMail Missing Authentication for Critical Function Vulnerability,SmarterTools SmarterMail contains a missing authentication for critical function vulnerability in the ConnectToHub API method. This could allow the attacker to point the SmarterMail instance to a malicious HTTP server which serves the malicious OS command and could lead to command execution. ,2026-02-05,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-02-26,TRUE,0.80272,0.99123000000000006,2026-04-20,0.80272,0.99127,2026-04-23,9.8,CRITICAL,NA,0
CVE-2016-0185,Microsoft,Windows,Microsoft Windows Media Center Remote Code Execution Vulnerability,Microsoft Windows Media Center contains a remote code execution vulnerability when Windows Media Center opens a specially crafted Media Center link (.mcl) file that references malicious code.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.82752,0.99244,2026-04-20,0.80235,0.99125,2026-04-23,NA,NA,NA,-0.0252
CVE-2021-26828,OpenPLC,ScadaBR,OpenPLC ScadaBR Unrestricted Upload of File with Dangerous Type Vulnerability,OpenPLC ScadaBR contains an unrestricted upload of file with dangerous type vulnerability that allows remote authenticated users to upload and execute arbitrary JSP files via view_edit.shtm.,2025-12-03,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-12-24,TRUE,0.80017,0.99111,2026-04-20,0.80017,0.99115,2026-04-23,NA,NA,NA,0
CVE-2009-0563,Microsoft,Office,Microsoft Office Buffer Overflow Vulnerability,Microsoft Office contains a buffer overflow vulnerability that allows remote attackers to execute code via a Word document with a crafted tag containing an invalid length field.,2022-06-08,Apply updates per vendor instructions.,2022-06-22,TRUE,0.79917,0.99107,2026-04-20,0.79917,0.99111,2026-04-23,7.8,HIGH,9.3,0
CVE-2019-9874,Sitecore,CMS and Experience Platform (XP),Sitecore CMS and Experience Platform (XP) Deserialization Vulnerability,Sitecore CMS and Experience Platform (XP) contain a deserialization vulnerability in the Sitecore.Security.AntiCSRF module that allows an unauthenticated attacker to execute arbitrary code by sending a serialized .NET object in the HTTP POST parameter __CSRFTOKEN.,2025-03-26,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-16,TRUE,0.79704,0.99097,2026-04-20,0.79704,0.99101,2026-04-23,NA,NA,NA,0
CVE-2015-1770,Microsoft,Office,Microsoft Office Uninitialized Memory Use Vulnerability,Microsoft Office allows remote attackers to execute arbitrary code via a crafted Office document.,2022-03-28,Apply updates per vendor instructions.,2022-04-18,TRUE,0.78193,0.99022,2026-04-20,0.79667,0.991,2026-04-23,NA,NA,NA,0.0147
CVE-2018-6882,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS) Vulnerability,Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability that might allow remote attackers to inject arbitrary web script or HTML.,2022-04-19,Apply updates per vendor instructions.,2022-05-10,TRUE,0.79519,0.99087,2026-04-20,0.79519,0.9909,2026-04-23,6.1,MEDIUM,4.3,0
CVE-2023-29336,Microsoft,Win32k,Microsoft Win32K Privilege Escalation Vulnerability,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation up to SYSTEM privileges.,2023-05-09,Apply updates per vendor instructions.,2023-05-30,TRUE,0.79462,0.99085,2026-04-20,0.79462,0.99089,2026-04-23,7.8,HIGH,NA,0
CVE-2017-8540,Microsoft,Malware Protection Engine,Microsoft Malware Protection Engine Improper Restriction of Operations Vulnerability,"The Microsoft Malware Protection Engine running on Microsoft Forefront and Microsoft Defender on Microsoft Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016, Microsoft Exchange Server 2013 and 2016, does not properly scan a specially crafted file leading to memory corruption. aka ""Microsoft Malware Protection Engine Remote Code Execution Vulnerability"".",2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.84613,0.99335,2026-04-20,0.79431,0.99087,2026-04-23,NA,NA,NA,-0.0518
CVE-2026-1281,Ivanti,Endpoint Manager Mobile (EPMM),Ivanti Endpoint Manager Mobile (EPMM) Code Injection Vulnerability,Ivanti Endpoint Manager Mobile (EPMM) contains a code injection vulnerability that could allow attackers to achieve unauthenticated remote code execution.,2026-01-29,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-02-01,TRUE,0.71797,0.98740000000000006,2026-04-20,0.79356,0.99084,2026-04-23,NA,NA,NA,0.0756
CVE-2019-18187,Trend Micro,OfficeScan,Trend Micro OfficeScan Directory Traversal Vulnerability,"Trend Micro OfficeScan contains a directory traversal vulnerability by extracting files from a zip file to a specific folder on the OfficeScan server, leading to remote code execution.",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.79223,0.99071,2026-04-20,0.79223,0.99075,2026-04-23,NA,NA,NA,0
CVE-2021-20028,SonicWall,Secure Remote Access (SRA),SonicWall Secure Remote Access (SRA) SQL Injection Vulnerability,SonicWall Secure Remote Access (SRA) products contain an improper neutralization of a SQL Command leading to SQL injection.,2022-03-28,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-18,TRUE,0.80555,0.99139,2026-04-20,0.79173,0.99072,2026-04-23,NA,NA,NA,-0.0138
CVE-2024-21338,Microsoft,Windows,Microsoft Windows Kernel Exposed IOCTL with Insufficient Access Control Vulnerability,Microsoft Windows Kernel contains an exposed IOCTL with insufficient access control vulnerability within the IOCTL (input and output control) dispatcher in appid.sys that allows a local attacker to achieve privilege escalation.,2024-03-04,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-03-25,TRUE,0.79142,0.99068,2026-04-20,0.79142,0.99071,2026-04-23,NA,NA,NA,0
CVE-2023-21608,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Use-After-Free Vulnerability,Adobe Acrobat and Reader contains a use-after-free vulnerability that allows for code execution in the context of the current user.,2023-10-10,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-10-31,TRUE,0.79142,0.99068,2026-04-20,0.79142,0.99071,2026-04-23,NA,NA,NA,0
CVE-2024-12987,DrayTek,Vigor Routers,DrayTek Vigor Routers OS Command Injection Vulnerability,"DrayTek Vigor2960, Vigor300B, and Vigor3900 routers contain an OS command injection vulnerability due to an unknown function of the file /cgi-bin/mainfunction.cgi/apmcfgupload of the component web management interface.",2025-05-15,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-06-05,TRUE,0.78989,0.99061,2026-04-20,0.78989,0.99064,2026-04-23,NA,NA,NA,0
CVE-2016-0040,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,The kernel in Microsoft Windows allows local users to gain privileges via a crafted application.,2022-03-28,Apply updates per vendor instructions.,2022-04-18,TRUE,0.7888,0.99055,2026-04-20,0.7888,0.99058,2026-04-23,NA,NA,NA,0
CVE-2016-3718,ImageMagick,ImageMagick,ImageMagick Server-Side Request Forgery (SSRF) Vulnerability,ImageMagick contains an unspecified vulnerability that allows attackers to perform server-side request forgery (SSRF) via a crafted image.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.83834,0.99296,2026-04-20,0.78822,0.99055,2026-04-23,NA,NA,NA,-0.0501
CVE-2016-5198,Google,Chromium V8,Google Chromium V8 Out-of-Bounds Memory Vulnerability,"Google Chromium V8 Engine contains an out-of-bounds memory access vulnerability that allows a remote attacker to perform read/write operations, leading to code execution, via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-06-08,Apply updates per vendor instructions.,2022-06-22,TRUE,0.77907,0.9901,2026-04-20,0.78662,0.99047,2026-04-23,NA,NA,NA,0.0075
CVE-2025-68613,n8n,n8n,n8n Improper Control of Dynamically-Managed Code Resources Vulnerability,n8n contains an improper control of dynamically managed code resources vulnerability in its workflow expression evaluation system that allows for remote code execution.,2026-03-11,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-03-25,TRUE,0.7997,0.99109,2026-04-20,0.78381,0.99035,2026-04-23,NA,NA,NA,-0.0159
CVE-2016-4657,Apple,iOS,Apple iOS Webkit Memory Corruption Vulnerability,"Apple iOS WebKit contains a memory corruption vulnerability that allows attackers to execute remote code or cause a denial-of-service (DoS) via a crafted web site. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",2022-05-24,Apply updates per vendor instructions.,2022-06-14,TRUE,0.77128,0.98972,2026-04-20,0.78344,0.99033,2026-04-23,NA,NA,NA,0.0122
CVE-2013-0625,Adobe,ColdFusion,Adobe ColdFusion Authentication Bypass Vulnerability,"Adobe Coldfusion contains an authentication bypass vulnerability, which could result in an unauthorized user gaining administrative access.",2022-03-07,Apply updates per vendor instructions.,2022-09-07,TRUE,0.78082,0.99018,2026-04-20,0.78342,0.99032,2026-04-23,NA,NA,NA,0.0026
CVE-2018-14558,Tenda,"AC7, AC9, and AC10 Routers","Tenda AC7, AC9, and AC10 Routers Command Injection Vulnerability","Tenda AC7, AC9, and AC10 devices contain a command injection vulnerability due to  the ""formsetUsbUnload"" function executes a dosystemCmd function with untrusted input. Successful exploitation allows an attacker to execute OS commands via a crafted goform/setUsbUnload request.",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.78318,0.99029,2026-04-20,0.78318,0.9903,2026-04-23,NA,NA,NA,0
CVE-2025-12480,Gladinet,Triofox,Gladinet Triofox Improper Access Control Vulnerability,Gladinet Triofox contains an improper access control vulnerability that allows access to initial setup pages even after setup is complete.,2025-11-12,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-12-03,TRUE,0.78316,0.99029,2026-04-20,0.78316,0.9903,2026-04-23,NA,NA,NA,0
CVE-2021-30551,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.78104,0.99019,2026-04-20,0.78104,0.99021,2026-04-23,NA,NA,NA,0
CVE-2021-20016,SonicWall,SSLVPN SMA100,SonicWall SSLVPN SMA100 SQL Injection Vulnerability,SonicWall SSLVPN SMA100 contains a SQL injection vulnerability that allows remote exploitation for credential access by an unauthenticated attacker.,2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.78001,0.99014,2026-04-20,0.78001,0.99016,2026-04-23,NA,NA,NA,0
CVE-2024-38812,VMware,vCenter Server,VMware vCenter Server Heap-Based Buffer Overflow Vulnerability,VMware vCenter Server contains a heap-based buffer overflow vulnerability in the implementation of the DCERPC protocol. This vulnerability could allow an attacker with network access to the vCenter Server to execute remote code by sending a specially crafted packet.,2024-11-20,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-12-11,TRUE,0.77869,0.99008,2026-04-20,0.77869,0.9901,2026-04-23,9.8,CRITICAL,NA,0
CVE-2025-54309,CrushFTP,CrushFTP, CrushFTP Unprotected Alternate Channel Vulnerability,"CrushFTP contains an unprotected alternate channel vulnerability. When the DMZ proxy feature is not used, mishandles AS2 validation and consequently allows remote attackers to obtain admin access via HTTPS.",2025-07-22,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-12,TRUE,0.77758,0.99002,2026-04-20,0.77758,0.99005,2026-04-23,NA,NA,NA,0
CVE-2025-6205,Dassault Systèmes,DELMIA Apriso,Dassault Systèmes DELMIA Apriso Missing Authorization Vulnerability,Dassault Systèmes DELMIA Apriso contains a missing authorization vulnerability that could allow an attacker to gain privileged access to the application.,2025-10-28,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-11-18,TRUE,0.77716,0.98998,2026-04-20,0.77716,0.99001,2026-04-23,NA,NA,NA,0
CVE-2024-3393,Palo Alto Networks,PAN-OS,Palo Alto Networks PAN-OS Malicious DNS Packet Vulnerability,"Palo Alto Networks PAN-OS contains a vulnerability in parsing and logging malicious DNS packets in the DNS Security feature that, when exploited, allows an unauthenticated attacker to remotely reboot the firewall. Repeated attempts to trigger this condition will cause the firewall to enter maintenance mode.",2024-12-30,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-01-20,TRUE,0.77692,0.98997,2026-04-20,0.77692,0.99,2026-04-23,NA,NA,NA,0
CVE-2021-1647,Microsoft,Defender,Microsoft Defender Remote Code Execution Vulnerability,Microsoft Defender contains an unspecified vulnerability that allows for remote code execution.,2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.77387,0.98985,2026-04-20,0.77387,0.98988,2026-04-23,NA,NA,NA,0
CVE-2024-28986,SolarWinds,Web Help Desk,SolarWinds Web Help Desk Deserialization of Untrusted Data Vulnerability,SolarWinds Web Help Desk contains a deserialization of untrusted data vulnerability that could allow for remote code execution.,2024-08-15,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-05,TRUE,0.7692,0.98961,2026-04-20,0.7692,0.98966,2026-04-23,NA,NA,NA,0
CVE-2017-6327,Symantec,Symantec Messaging Gateway,Symantec Messaging Gateway Remote Code Execution Vulnerability,"Symantec Messaging Gateway contains an unspecified vulnerability which can allow for remote code execution. With the ability to perform remote code execution, an attacker may also desire to perform privilege escalating actions.",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.78176,0.99021,2026-04-20,0.76788,0.98959,2026-04-23,NA,NA,NA,-0.0139
CVE-2025-57819,Sangoma,FreePBX,Sangoma FreePBX Authentication Bypass Vulnerability,Sangoma FreePBX contains an authentication bypass vulnerability due to insufficiently sanitized user-supplied data allows unauthenticated access to FreePBX Administrator leading to arbitrary database manipulation and remote code execution.,2025-08-29,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-19,TRUE,0.70544,0.98695,2026-04-20,0.76726,0.98956,2026-04-23,NA,NA,NA,0.0618
CVE-2020-9377,D-Link,DIR-610 Devices,D-Link DIR-610 Devices Remote Command Execution,D-Link DIR-610 devices allow remote code execution via the cmd parameter to command.php.,2022-03-25,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,TRUE,0.76636,0.98949,2026-04-20,0.76636,0.98952,2026-04-23,8.8,HIGH,6.5,0
CVE-2023-6549,Citrix,NetScaler ADC and NetScaler Gateway,Citrix NetScaler ADC and NetScaler Gateway Buffer Overflow Vulnerability,"Citrix NetScaler ADC and NetScaler Gateway contain a buffer overflow vulnerability that allows for a denial-of-service when configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) or AAA virtual server.",2024-01-17,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-02-07,TRUE,0.76509,0.98943,2026-04-20,0.76509,0.98947,2026-04-23,NA,NA,NA,0
CVE-2016-3976,SAP,NetWeaver,SAP NetWeaver Directory Traversal Vulnerability,SAP NetWeaver Application Server Java Platforms contains a directory traversal vulnerability via a ..\ (dot dot backslash) in the fileName parameter to CrashFileDownloadServlet. This allows remote attackers to read files.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.81466,0.99181,2026-04-20,0.76293,0.98939,2026-04-23,7.5,HIGH,5,-0.0517
CVE-2020-8260,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Code Execution Vulnerability,Pulse Connect Secure contains an unspecified vulnerability that allows an authenticated attacker to perform code execution using uncontrolled gzip extraction.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.75886,0.98917,2026-04-20,0.75886,0.98923,2026-04-23,NA,NA,NA,0
CVE-2023-52163,Digiever,DS-2105 Pro,Digiever DS-2105 Pro Missing Authorization Vulnerability,Digiever DS-2105 Pro contains a missing authorization vulnerability which could allow for command injection via time_tzsetup.cgi.,2025-12-22,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-01-12,TRUE,0.75543,0.98901,2026-04-20,0.75543,0.98908,2026-04-23,NA,NA,NA,0
